[16:54:53] PUMP    ezo_i2c loaded -- using real EZO-PMP hardware
[16:54:53] SENSOR  ezo_i2c loaded -- using real EZO-pH hardware
[16:54:53] CTRL    reader thread started
 * Serving Flask app "app" (lazy loading)
 * Environment: production
   WARNING: Do not use the development server in a production environment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://0.0.0.0:8080/ (Press CTRL+C to quit)
[16:55:53] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:55:55] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:55:55] CTRL    session CSV -> /home/pi/pHDoseingProject/ph_controller/sessions/Session_2026-05-19_2026-05-19_16-55-55.csv
[16:55:55] CTRL    fresh session started
[16:55:55] CTRL    status -> running
[16:55:57] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:55:58] SENSOR  pH = 4.305  (I2C 0x63 bus 1)
[16:55:58] PUMP    0x72 dose 0.50 mL
[16:56:01] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:03] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:04] SENSOR  pH = 4.305  (I2C 0x63 bus 1)
[16:56:04] PUMP    0x72 dose 0.50 mL
[16:56:07] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:09] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:11] SENSOR  pH = 4.314  (I2C 0x63 bus 1)
[16:56:11] PUMP    0x72 dose 0.50 mL
[16:56:13] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:15] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:17] SENSOR  pH = 4.316  (I2C 0x63 bus 1)
[16:56:17] PUMP    0x72 dose 0.50 mL
[16:56:19] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:21] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:23] SENSOR  pH = 4.309  (I2C 0x63 bus 1)
[16:56:23] PUMP    0x72 dose 0.50 mL
[16:56:25] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:27] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:29] SENSOR  pH = 4.306  (I2C 0x63 bus 1)
[16:56:29] PUMP    0x72 dose 0.50 mL
[16:56:31] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:33] SENSOR  pH = 4.317  (I2C 0x63 bus 1)
[16:56:33] PUMP    0x72 dose 0.50 mL
[16:56:35] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:37] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:39] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:41] SENSOR  pH = 4.317  (I2C 0x63 bus 1)
[16:56:41] PUMP    0x72 dose 0.50 mL
[16:56:43] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:45] SENSOR  pH = 4.319  (I2C 0x63 bus 1)
[16:56:45] PUMP    0x72 dose 0.50 mL
[16:56:47] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:49] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:49] PUMP    0x67 stop
[16:56:50] PUMP    0x72 stop
[16:56:50] CTRL    status -> stopped
[16:56:51] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:53] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:55] SENSOR  pH = 4.315  (I2C 0x63 bus 1)
[16:56:57] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:56:59] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:01] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:02] SENSOR  pH = 4.316  (I2C 0x63 bus 1)
[16:57:04] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:06] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:08] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:10] SENSOR  pH = 4.320  (I2C 0x63 bus 1)
[16:57:12] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:14] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:16] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:18] SENSOR  pH = 4.313  (I2C 0x63 bus 1)
[16:57:20] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:22] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:23] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:25] SENSOR  pH = 4.320  (I2C 0x63 bus 1)
[16:57:27] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:29] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:31] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:33] SENSOR  pH = 4.317  (I2C 0x63 bus 1)
[16:57:35] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:37] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:39] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:41] SENSOR  pH = 4.313  (I2C 0x63 bus 1)
[16:57:43] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:44] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:46] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:48] SENSOR  pH = 4.320  (I2C 0x63 bus 1)
[16:57:50] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:52] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:54] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:57:56] SENSOR  pH = 4.315  (I2C 0x63 bus 1)
[16:57:58] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:00] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:02] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:03] SENSOR  pH = 4.326  (I2C 0x63 bus 1)
[16:58:05] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:07] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:09] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:11] SENSOR  pH = 4.320  (I2C 0x63 bus 1)
[16:58:13] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:15] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:17] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:19] SENSOR  pH = 4.325  (I2C 0x63 bus 1)
[16:58:21] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:23] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:24] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:26] SENSOR  pH = 4.318  (I2C 0x63 bus 1)
[16:58:28] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:30] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:32] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:34] SENSOR  pH = 4.308  (I2C 0x63 bus 1)
[16:58:36] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:38] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:40] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:42] SENSOR  pH = 4.326  (I2C 0x63 bus 1)
[16:58:44] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:45] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:47] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:49] SENSOR  pH = 4.317  (I2C 0x63 bus 1)
[16:58:51] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:53] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:55] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:58:57] SENSOR  pH = 4.319  (I2C 0x63 bus 1)
[16:58:59] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:59:01] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:59:03] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:59:05] SENSOR  pH = 4.322  (I2C 0x63 bus 1)
[16:59:06] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:59:08] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:59:10] CTRL    sensor error: EZO-pH 0x63 returned no data
[16:59:12] SENSOR  pH = 4.311  (I2C 0x63 bus 1)
[16:59:14] CTRL    sensor error: EZO-pH 0x63 returned no data127.0.0.1 - - [19/May/2026 16:59:16] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:16] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:18] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:18] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:18] "GET /api/sessions HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:20] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:20] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:22] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:22] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:24] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:24] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:26] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:26] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:28] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:28] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:29] "GET /pumps HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:30] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:30] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:31] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:32] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:33] "GET /api/pump/1/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:34] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:34] "GET /api/pump/2/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:35] "POST /api/pump/2/run HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:36] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:36] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:36] "POST /api/pump/2/stop HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:38] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:38] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:39] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:39] "POST /api/pump/2/invert HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:40] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:41] "GET /api/pump/2/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:42] "GET /api/pump/1/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:42] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:42] "POST /api/pump/2/invert HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:43] "GET /api/pump/1/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:44] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:45] "GET /api/pump/2/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:45] "POST /api/pump/2/invert HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:46] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:46] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:46] "POST /api/pump/2/invert HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:48] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:48] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:49] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:49] "POST /api/pump/2/run HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:50] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:50] "GET /api/pump/2/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:52] "GET /api/pump/1/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:52] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:53] "GET /api/pump/2/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:53] "POST /api/pump/2/invert HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:54] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:54] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:56] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:56] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:57] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:57] "POST /api/pump/2/invert HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 16:59:58] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 16:59:58] "GET /api/pump/2/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:00] "GET /api/pump/1/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:00] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:01] "GET /api/pump/2/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:01] "POST /api/pump/2/invert HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:02] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:02] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:03] "POST /api/pump/2/stop HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:04] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:04] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:05] "GET /api/pump/1/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:06] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:06] "GET /api/pump/2/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:07] "POST /api/pump/2/invert HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:08] "GET /api/pump/1/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:08] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:09] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:10] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:10] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:12] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:12] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:13] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:13] "POST /api/pump/2/invert HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:14] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:14] "GET /api/pump/2/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:16] "GET /api/pump/1/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:16] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:17] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:18] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:18] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:20] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:20] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:21] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:22] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:22] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:23] "GET /api/pump/1/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:24] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:25] "GET /api/pump/2/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:26] "GET /api/pump/1/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:26] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:27] "GET /api/pump/2/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:27] "POST /api/pump/2/run HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:28] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:29] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:30] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:30] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:31] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:32] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:32] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:34] "GET /api/pump/1/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:34] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:35] "GET /api/pump/2/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:36] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:36] "POST /api/pump/2/stop HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:36] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:37] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:38] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:39] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:40] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:40] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:41] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:42] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:42] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:44] "GET /api/pump/1/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:44] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:45] "GET /api/pump/2/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:46] "GET /api/pump/1/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:47] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:47] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:49] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:49] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:49] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:49] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:50] "GET /api/pump/2/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:51] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:51] "GET /api/pump/1/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:51] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:53] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:53] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:55] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:55] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:57] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:57] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:00:59] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:00:59] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:01] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:01] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:03] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:03] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:05] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:05] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:07] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:07] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:09] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:09] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:11] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:11] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:13] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:13] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:15] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:15] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:17] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:17] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:19] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:19] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:21] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:21] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:23] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:23] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:25] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:25] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:27] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:27] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:29] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:29] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:31] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:31] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:33] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:33] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:35] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:35] "GET /api/status HTTP/1.1" 200 -
10.0.0.99 - - [19/May/2026 17:01:37] "GET /api/status HTTP/1.1" 200 -
127.0.0.1 - - [19/May/2026 17:01:37] "GET /api/status HTTP/1.1" 200 -
